Plant Name,Scientific Name,Forest Type,Peak Season,Height (m),Famous Forest,Soil Type,Land Area Found,City,Region,Unique Fact,Endemic to India,Conservation Status,Medicinal Use,Season,Most Active Time
Sandalwood,Santalum album,Dry Thorn Forest,Spring,10,Kaziranga,Alluvial,Coastal Areas,Guwahati,Northeast India,Fire-resistant bark,No,Least Concern,No,Winter,Day
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Sundarbans,Sandy,Riverbanks,Kolkata,East India,Source of sandalwood oil,Yes,Least Concern,Yes,Monsoon,Both
Sandalwood,Santalum album,Montane Forest,Winter,10,Sundarbans,Laterite,Hills,Bhopal,Central India,Fire-resistant bark,No,Near Threatened,No,Summer,Night
Teak,Tectona grandis,Mangrove Forest,Monsoon,35,Kaziranga,Red,Hills,Shimla,North India,High commercial value,Yes,Least Concern,Yes,Spring,Night
Sandalwood,Santalum album,Mangrove Forest,Monsoon,10,Jim Corbett National Park,Alluvial,Riverbanks,Chennai,South India,Fire-resistant bark,Yes,Least Concern,Yes,Winter,Day
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Monsoon,15,Sundarbans,Black,Riverbanks,Guwahati,Northeast India,Important timber species,Yes,Least Concern,Yes,Winter,Both
Banyan,Ficus benghalensis,Mangrove Forest,Monsoon,30,Himalayan Forests,Red,Coastal Areas,Delhi,North India,Host to diverse epiphytes,Yes,Least Concern,No,Monsoon,Day
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Jim Corbett National Park,Alluvial,Riverbanks,Shimla,North India,Host to diverse epiphytes,Yes,Least Concern,Yes,Summer,Night
Coconut,Cocos nucifera,Tropical Rainforest,Summer,12,Himalayan Forests,Alluvial,Hills,Kolkata,East India,Used in shipbuilding,Yes,Critically Endangered,Yes,Winter,Both
Sal,Shorea robusta,Montane Forest,Winter,40,Jim Corbett National Park,Sandy,Riverbanks,Jaipur,West India,Source of sandalwood oil,No,Critically Endangered,Yes,Summer,Both
Teak,Tectona grandis,Montane Forest,Monsoon,35,Jim Corbett National Park,Alluvial,Plains,Chennai,South India,High commercial value,No,Least Concern,Yes,Autumn,Night
Teak,Tectona grandis,Tropical Rainforest,Summer,35,Kaziranga,Alluvial,Riverbanks,Mumbai,West India,High commercial value,Yes,Critically Endangered,No,Summer,Night
Peepal,Ficus religiosa,Tropical Rainforest,Monsoon,25,Sundarbans,Sandy,Hills,Shimla,North India,Sacred in Hinduism,Yes,Near Threatened,No,Spring,Both
Coconut,Cocos nucifera,Mangrove Forest,Winter,12,Western Ghats,Black,Plains,Guwahati,Northeast India,Used in shipbuilding,No,Critically Endangered,No,Monsoon,Both
Sandalwood,Santalum album,Dry Thorn Forest,Autumn,10,Sundarbans,Sandy,Plains,Bangalore,South India,Fire-resistant bark,No,Critically Endangered,Yes,Monsoon,Night
Jamun,Syzygium cumini,Deciduous Forest,Spring,22,Western Ghats,Black,Wetlands,Bhopal,Central India,National tree of India,No,Least Concern,No,Monsoon,Day
Rosewood,Dalbergia latifolia,Deciduous Forest,Autumn,15,Jim Corbett National Park,Black,Plains,Shimla,North India,Important timber species,No,Least Concern,No,Winter,Both
Coconut,Cocos nucifera,Deciduous Forest,Summer,12,Jim Corbett National Park,Sandy,Coastal Areas,Jaipur,West India,Used in shipbuilding,Yes,Critically Endangered,Yes,Monsoon,Night
Banyan,Ficus benghalensis,Deciduous Forest,Monsoon,30,Sundarbans,Laterite,Plains,Hyderabad,South India,Host to diverse epiphytes,Yes,Least Concern,Yes,Monsoon,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Summer,22,Sundarbans,Laterite,Plains,Bhopal,Central India,National tree of India,No,Near Threatened,No,Spring,Both
Neem,Azadirachta indica,Dry Thorn Forest,Monsoon,20,Sundarbans,Black,Wetlands,Delhi,North India,Used in Ayurveda,No,Least Concern,Yes,Monsoon,Day
Sandalwood,Santalum album,Dry Thorn Forest,Monsoon,10,Kaziranga,Black,Hills,Jaipur,West India,Fire-resistant bark,Yes,Critically Endangered,Yes,Monsoon,Night
Teak,Tectona grandis,Deciduous Forest,Autumn,35,Western Ghats,Alluvial,Coastal Areas,Delhi,North India,High commercial value,No,Near Threatened,Yes,Spring,Night
Jamun,Syzygium cumini,Dry Thorn Forest,Winter,22,Kaziranga,Red,Plains,Kolkata,East India,National tree of India,Yes,Least Concern,No,Autumn,Day
Teak,Tectona grandis,Deciduous Forest,Winter,35,Jim Corbett National Park,Alluvial,Coastal Areas,Chennai,South India,High commercial value,No,Least Concern,Yes,Autumn,Both
Coconut,Cocos nucifera,Deciduous Forest,Summer,12,Kaziranga,Black,Wetlands,Bhopal,Central India,Used in shipbuilding,No,Least Concern,Yes,Summer,Day
Coconut,Cocos nucifera,Mangrove Forest,Autumn,12,Jim Corbett National Park,Black,Wetlands,Kolkata,East India,Used in shipbuilding,No,Near Threatened,No,Spring,Night
Jamun,Syzygium cumini,Tropical Rainforest,Winter,22,Sundarbans,Sandy,Hills,Kolkata,East India,National tree of India,No,Near Threatened,No,Winter,Both
Banyan,Ficus benghalensis,Dry Thorn Forest,Monsoon,30,Western Ghats,Sandy,Riverbanks,Shimla,North India,Host to diverse epiphytes,No,Least Concern,Yes,Autumn,Day
Banyan,Ficus benghalensis,Tropical Rainforest,Winter,30,Jim Corbett National Park,Alluvial,Hills,Hyderabad,South India,Host to diverse epiphytes,No,Critically Endangered,Yes,Monsoon,Day
Sal,Shorea robusta,Tropical Rainforest,Winter,40,Sundarbans,Sandy,Wetlands,Kolkata,East India,Source of sandalwood oil,No,Near Threatened,No,Summer,Day
Neem,Azadirachta indica,Montane Forest,Summer,20,Kaziranga,Laterite,Riverbanks,Guwahati,Northeast India,Used in Ayurveda,Yes,Critically Endangered,Yes,Monsoon,Both
Jamun,Syzygium cumini,Mangrove Forest,Monsoon,22,Kaziranga,Sandy,Coastal Areas,Hyderabad,South India,National tree of India,No,Least Concern,No,Spring,Day
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Sundarbans,Sandy,Hills,Chennai,South India,Important timber species,No,Critically Endangered,Yes,Winter,Day
Coconut,Cocos nucifera,Dry Thorn Forest,Autumn,12,Western Ghats,Alluvial,Coastal Areas,Bangalore,South India,Used in shipbuilding,No,Least Concern,No,Summer,Day
Peepal,Ficus religiosa,Dry Thorn Forest,Winter,25,Sundarbans,Sandy,Plains,Bhopal,Central India,Sacred in Hinduism,No,Near Threatened,Yes,Autumn,Day
Mango,Mangifera indica,Montane Forest,Summer,18,Sundarbans,Alluvial,Riverbanks,Guwahati,Northeast India,Attracts fruit bats,No,Least Concern,No,Summer,Day
Teak,Tectona grandis,Deciduous Forest,Summer,35,Himalayan Forests,Sandy,Hills,Kolkata,East India,High commercial value,Yes,Least Concern,Yes,Autumn,Day
Neem,Azadirachta indica,Montane Forest,Summer,20,Sundarbans,Laterite,Hills,Chennai,South India,Used in Ayurveda,Yes,Critically Endangered,Yes,Spring,Day
Sal,Shorea robusta,Dry Thorn Forest,Monsoon,40,Jim Corbett National Park,Black,Riverbanks,Jaipur,West India,Source of sandalwood oil,No,Critically Endangered,No,Monsoon,Night
Neem,Azadirachta indica,Dry Thorn Forest,Summer,20,Jim Corbett National Park,Black,Hills,Guwahati,Northeast India,Used in Ayurveda,No,Critically Endangered,Yes,Winter,Night
Coconut,Cocos nucifera,Mangrove Forest,Summer,12,Jim Corbett National Park,Black,Coastal Areas,Delhi,North India,Used in shipbuilding,No,Least Concern,Yes,Spring,Day
Peepal,Ficus religiosa,Mangrove Forest,Spring,25,Western Ghats,Red,Riverbanks,Mumbai,West India,Sacred in Hinduism,No,Critically Endangered,Yes,Spring,Day
Mango,Mangifera indica,Mangrove Forest,Autumn,18,Kaziranga,Red,Hills,Hyderabad,South India,Attracts fruit bats,No,Least Concern,Yes,Spring,Both
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Sundarbans,Laterite,Plains,Bangalore,South India,Used in Ayurveda,No,Least Concern,Yes,Spring,Night
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Summer,15,Sundarbans,Black,Wetlands,Shimla,North India,Important timber species,No,Critically Endangered,Yes,Autumn,Night
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Kaziranga,Red,Hills,Chennai,South India,Fire-resistant bark,Yes,Critically Endangered,Yes,Autumn,Day
Jamun,Syzygium cumini,Dry Thorn Forest,Winter,22,Himalayan Forests,Laterite,Hills,Guwahati,Northeast India,National tree of India,Yes,Least Concern,No,Summer,Both
Neem,Azadirachta indica,Tropical Rainforest,Winter,20,Kaziranga,Alluvial,Coastal Areas,Shimla,North India,Used in Ayurveda,Yes,Least Concern,No,Summer,Night
Mango,Mangifera indica,Dry Thorn Forest,Monsoon,18,Western Ghats,Sandy,Wetlands,Kolkata,East India,Attracts fruit bats,Yes,Least Concern,Yes,Winter,Day
Peepal,Ficus religiosa,Tropical Rainforest,Winter,25,Himalayan Forests,Red,Hills,Delhi,North India,Sacred in Hinduism,No,Least Concern,No,Autumn,Day
Banyan,Ficus benghalensis,Dry Thorn Forest,Winter,30,Sundarbans,Red,Coastal Areas,Guwahati,Northeast India,Host to diverse epiphytes,No,Near Threatened,No,Spring,Both
Teak,Tectona grandis,Mangrove Forest,Summer,35,Kaziranga,Laterite,Hills,Bangalore,South India,High commercial value,No,Near Threatened,Yes,Summer,Day
Neem,Azadirachta indica,Mangrove Forest,Autumn,20,Western Ghats,Laterite,Wetlands,Bangalore,South India,Used in Ayurveda,Yes,Least Concern,Yes,Monsoon,Both
Mango,Mangifera indica,Dry Thorn Forest,Monsoon,18,Jim Corbett National Park,Sandy,Plains,Hyderabad,South India,Attracts fruit bats,Yes,Critically Endangered,No,Summer,Day
Rosewood,Dalbergia latifolia,Montane Forest,Summer,15,Jim Corbett National Park,Black,Plains,Kolkata,East India,Important timber species,No,Near Threatened,Yes,Monsoon,Both
Coconut,Cocos nucifera,Montane Forest,Monsoon,12,Himalayan Forests,Black,Wetlands,Bangalore,South India,Used in shipbuilding,No,Near Threatened,No,Summer,Both
Neem,Azadirachta indica,Deciduous Forest,Spring,20,Jim Corbett National Park,Alluvial,Riverbanks,Bhopal,Central India,Used in Ayurveda,Yes,Least Concern,No,Spring,Day
Sal,Shorea robusta,Montane Forest,Spring,40,Western Ghats,Laterite,Coastal Areas,Hyderabad,South India,Source of sandalwood oil,No,Least Concern,Yes,Spring,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Western Ghats,Alluvial,Coastal Areas,Bhopal,Central India,Important timber species,No,Critically Endangered,Yes,Spring,Day
Jamun,Syzygium cumini,Tropical Rainforest,Monsoon,22,Jim Corbett National Park,Laterite,Plains,Shimla,North India,National tree of India,No,Least Concern,Yes,Spring,Day
Banyan,Ficus benghalensis,Dry Thorn Forest,Spring,30,Jim Corbett National Park,Alluvial,Plains,Delhi,North India,Host to diverse epiphytes,No,Near Threatened,Yes,Spring,Day
Coconut,Cocos nucifera,Mangrove Forest,Summer,12,Himalayan Forests,Laterite,Hills,Jaipur,West India,Used in shipbuilding,Yes,Least Concern,No,Winter,Both
Teak,Tectona grandis,Deciduous Forest,Autumn,35,Sundarbans,Black,Coastal Areas,Shimla,North India,High commercial value,No,Critically Endangered,Yes,Summer,Both
Mango,Mangifera indica,Tropical Rainforest,Autumn,18,Kaziranga,Alluvial,Hills,Mumbai,West India,Attracts fruit bats,No,Least Concern,Yes,Spring,Day
Jamun,Syzygium cumini,Tropical Rainforest,Summer,22,Himalayan Forests,Laterite,Riverbanks,Chennai,South India,National tree of India,No,Least Concern,No,Spring,Both
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Sundarbans,Red,Wetlands,Bangalore,South India,National tree of India,No,Least Concern,No,Winter,Night
Sandalwood,Santalum album,Dry Thorn Forest,Winter,10,Western Ghats,Laterite,Riverbanks,Chennai,South India,Fire-resistant bark,No,Critically Endangered,No,Summer,Both
Peepal,Ficus religiosa,Montane Forest,Winter,25,Kaziranga,Sandy,Coastal Areas,Mumbai,West India,Sacred in Hinduism,Yes,Least Concern,No,Winter,Night
Sal,Shorea robusta,Mangrove Forest,Monsoon,40,Sundarbans,Sandy,Riverbanks,Kolkata,East India,Source of sandalwood oil,No,Critically Endangered,No,Summer,Day
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Western Ghats,Alluvial,Coastal Areas,Delhi,North India,High commercial value,No,Critically Endangered,No,Monsoon,Both
Mango,Mangifera indica,Dry Thorn Forest,Autumn,18,Sundarbans,Sandy,Plains,Shimla,North India,Attracts fruit bats,Yes,Least Concern,No,Autumn,Both
Mango,Mangifera indica,Montane Forest,Autumn,18,Western Ghats,Black,Hills,Mumbai,West India,Attracts fruit bats,No,Least Concern,No,Winter,Night
Peepal,Ficus religiosa,Deciduous Forest,Winter,25,Western Ghats,Red,Hills,Chennai,South India,Sacred in Hinduism,Yes,Least Concern,No,Monsoon,Night
Peepal,Ficus religiosa,Dry Thorn Forest,Autumn,25,Western Ghats,Sandy,Plains,Bhopal,Central India,Sacred in Hinduism,No,Least Concern,No,Autumn,Day
Banyan,Ficus benghalensis,Tropical Rainforest,Summer,30,Western Ghats,Red,Hills,Jaipur,West India,Host to diverse epiphytes,No,Least Concern,No,Monsoon,Day
Coconut,Cocos nucifera,Montane Forest,Winter,12,Western Ghats,Alluvial,Wetlands,Bangalore,South India,Used in shipbuilding,No,Least Concern,Yes,Monsoon,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Summer,15,Himalayan Forests,Alluvial,Hills,Delhi,North India,Important timber species,No,Least Concern,Yes,Spring,Both
Sandalwood,Santalum album,Mangrove Forest,Winter,10,Kaziranga,Alluvial,Hills,Mumbai,West India,Fire-resistant bark,Yes,Least Concern,Yes,Summer,Night
Banyan,Ficus benghalensis,Mangrove Forest,Autumn,30,Western Ghats,Red,Hills,Bangalore,South India,Host to diverse epiphytes,Yes,Near Threatened,No,Summer,Both
Peepal,Ficus religiosa,Deciduous Forest,Monsoon,25,Western Ghats,Sandy,Plains,Hyderabad,South India,Sacred in Hinduism,Yes,Near Threatened,Yes,Winter,Night
Mango,Mangifera indica,Tropical Rainforest,Spring,18,Sundarbans,Black,Hills,Kolkata,East India,Attracts fruit bats,No,Near Threatened,No,Spring,Both
Sal,Shorea robusta,Mangrove Forest,Spring,40,Himalayan Forests,Laterite,Hills,Delhi,North India,Source of sandalwood oil,No,Least Concern,No,Monsoon,Both
Coconut,Cocos nucifera,Montane Forest,Autumn,12,Sundarbans,Red,Plains,Bangalore,South India,Used in shipbuilding,No,Least Concern,No,Summer,Night
Jamun,Syzygium cumini,Mangrove Forest,Spring,22,Jim Corbett National Park,Red,Hills,Bhopal,Central India,National tree of India,No,Least Concern,Yes,Autumn,Day
Peepal,Ficus religiosa,Deciduous Forest,Winter,25,Himalayan Forests,Laterite,Plains,Guwahati,Northeast India,Sacred in Hinduism,No,Near Threatened,No,Spring,Night
Sal,Shorea robusta,Mangrove Forest,Winter,40,Sundarbans,Laterite,Coastal Areas,Jaipur,West India,Source of sandalwood oil,Yes,Near Threatened,Yes,Winter,Day
Sal,Shorea robusta,Deciduous Forest,Monsoon,40,Kaziranga,Alluvial,Coastal Areas,Hyderabad,South India,Source of sandalwood oil,No,Least Concern,Yes,Summer,Both
Rosewood,Dalbergia latifolia,Montane Forest,Autumn,15,Kaziranga,Alluvial,Riverbanks,Shimla,North India,Important timber species,Yes,Near Threatened,No,Spring,Night
Rosewood,Dalbergia latifolia,Montane Forest,Winter,15,Western Ghats,Sandy,Wetlands,Kolkata,East India,Important timber species,Yes,Least Concern,Yes,Monsoon,Day
Neem,Azadirachta indica,Mangrove Forest,Monsoon,20,Kaziranga,Sandy,Coastal Areas,Bhopal,Central India,Used in Ayurveda,Yes,Critically Endangered,No,Autumn,Night
Teak,Tectona grandis,Montane Forest,Summer,35,Western Ghats,Alluvial,Riverbanks,Mumbai,West India,High commercial value,No,Least Concern,Yes,Summer,Both
Banyan,Ficus benghalensis,Tropical Rainforest,Spring,30,Jim Corbett National Park,Sandy,Coastal Areas,Kolkata,East India,Host to diverse epiphytes,No,Least Concern,No,Summer,Day
Teak,Tectona grandis,Dry Thorn Forest,Summer,35,Sundarbans,Red,Riverbanks,Bhopal,Central India,High commercial value,No,Critically Endangered,No,Autumn,Night
Coconut,Cocos nucifera,Dry Thorn Forest,Monsoon,12,Himalayan Forests,Red,Hills,Jaipur,West India,Used in shipbuilding,No,Least Concern,Yes,Monsoon,Day
Neem,Azadirachta indica,Mangrove Forest,Spring,20,Jim Corbett National Park,Sandy,Plains,Hyderabad,South India,Used in Ayurveda,No,Near Threatened,Yes,Monsoon,Day
Teak,Tectona grandis,Tropical Rainforest,Spring,35,Western Ghats,Red,Hills,Bangalore,South India,High commercial value,Yes,Least Concern,No,Summer,Night
Jamun,Syzygium cumini,Deciduous Forest,Autumn,22,Sundarbans,Red,Plains,Kolkata,East India,National tree of India,Yes,Least Concern,No,Summer,Day
Sal,Shorea robusta,Deciduous Forest,Winter,40,Sundarbans,Red,Hills,Mumbai,West India,Source of sandalwood oil,No,Critically Endangered,Yes,Spring,Day
Peepal,Ficus religiosa,Dry Thorn Forest,Summer,25,Jim Corbett National Park,Red,Hills,Shimla,North India,Sacred in Hinduism,No,Least Concern,Yes,Summer,Night
Jamun,Syzygium cumini,Tropical Rainforest,Winter,22,Kaziranga,Laterite,Wetlands,Delhi,North India,National tree of India,No,Least Concern,Yes,Summer,Day
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Western Ghats,Black,Hills,Kolkata,East India,Fire-resistant bark,No,Critically Endangered,No,Winter,Both
Sal,Shorea robusta,Mangrove Forest,Summer,40,Kaziranga,Laterite,Wetlands,Delhi,North India,Source of sandalwood oil,No,Near Threatened,No,Summer,Day
Teak,Tectona grandis,Montane Forest,Monsoon,35,Sundarbans,Black,Coastal Areas,Chennai,South India,High commercial value,No,Least Concern,No,Spring,Both
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Jim Corbett National Park,Sandy,Coastal Areas,Chennai,South India,Fire-resistant bark,No,Least Concern,No,Winter,Both
Mango,Mangifera indica,Deciduous Forest,Spring,18,Kaziranga,Black,Hills,Hyderabad,South India,Attracts fruit bats,Yes,Least Concern,No,Spring,Day
Coconut,Cocos nucifera,Mangrove Forest,Summer,12,Kaziranga,Laterite,Coastal Areas,Chennai,South India,Used in shipbuilding,No,Near Threatened,Yes,Autumn,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Autumn,15,Western Ghats,Sandy,Wetlands,Hyderabad,South India,Important timber species,No,Near Threatened,No,Autumn,Both
Mango,Mangifera indica,Mangrove Forest,Monsoon,18,Himalayan Forests,Black,Wetlands,Jaipur,West India,Attracts fruit bats,Yes,Near Threatened,No,Autumn,Both
Neem,Azadirachta indica,Deciduous Forest,Summer,20,Western Ghats,Alluvial,Riverbanks,Mumbai,West India,Used in Ayurveda,Yes,Least Concern,No,Summer,Both
Peepal,Ficus religiosa,Tropical Rainforest,Spring,25,Himalayan Forests,Red,Coastal Areas,Hyderabad,South India,Sacred in Hinduism,No,Near Threatened,Yes,Autumn,Both
Banyan,Ficus benghalensis,Dry Thorn Forest,Summer,30,Kaziranga,Alluvial,Riverbanks,Jaipur,West India,Host to diverse epiphytes,Yes,Near Threatened,No,Monsoon,Night
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Himalayan Forests,Black,Coastal Areas,Jaipur,West India,National tree of India,No,Least Concern,No,Summer,Night
Sal,Shorea robusta,Montane Forest,Spring,40,Jim Corbett National Park,Laterite,Riverbanks,Guwahati,Northeast India,Source of sandalwood oil,Yes,Least Concern,No,Summer,Day
Sandalwood,Santalum album,Tropical Rainforest,Autumn,10,Himalayan Forests,Alluvial,Riverbanks,Bhopal,Central India,Fire-resistant bark,Yes,Least Concern,Yes,Summer,Day
Neem,Azadirachta indica,Deciduous Forest,Spring,20,Jim Corbett National Park,Sandy,Riverbanks,Chennai,South India,Used in Ayurveda,Yes,Least Concern,No,Autumn,Both
Jamun,Syzygium cumini,Deciduous Forest,Autumn,22,Western Ghats,Black,Wetlands,Bhopal,Central India,National tree of India,No,Near Threatened,Yes,Spring,Day
Rosewood,Dalbergia latifolia,Tropical Rainforest,Autumn,15,Western Ghats,Red,Hills,Mumbai,West India,Important timber species,No,Least Concern,Yes,Summer,Day
Sandalwood,Santalum album,Mangrove Forest,Spring,10,Jim Corbett National Park,Black,Coastal Areas,Shimla,North India,Fire-resistant bark,No,Least Concern,No,Monsoon,Day
Sandalwood,Santalum album,Mangrove Forest,Winter,10,Himalayan Forests,Alluvial,Hills,Shimla,North India,Fire-resistant bark,No,Least Concern,Yes,Autumn,Night
Coconut,Cocos nucifera,Deciduous Forest,Summer,12,Jim Corbett National Park,Alluvial,Plains,Guwahati,Northeast India,Used in shipbuilding,Yes,Least Concern,No,Summer,Night
