Common Name,Scientific Name,Endemic Status,Conservation Status,Primary Habitat,City,Region,Unique Fact,Season,Most Active Time
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bhopal,Central India,Commonly found near human habitation; known for their adaptability.,Winter,Night
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Mumbai,West India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Monsoon,Day
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Delhi,North India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Monsoon,Both
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Mumbai,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Both
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Kolkata,East India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Spring,Both
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Delhi,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Spring,Night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Chennai,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Summer,Both
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Chennai,South India,Commonly found near human habitation; known for their adaptability.,Autumn,Day
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Mumbai,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Winter,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Winter,Night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Delhi,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Autumn,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,Monsoon,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Bhopal,Central India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Monsoon,Day
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Delhi,North India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Spring,Both
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Kolkata,East India,Commonly found near human habitation; known for their adaptability.,Monsoon,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Shimla,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Monsoon,Both
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Bhopal,Central India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Monsoon,Night
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,Monsoon,Day
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Winter,Night
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Hyderabad,South India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Summer,Night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Guwahati,Northeast India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Spring,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bhopal,Central India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Monsoon,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Chennai,South India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Autumn,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Chennai,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Both
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Kolkata,East India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Monsoon,Day
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Chennai,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Summer,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Autumn,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Shimla,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Winter,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Kolkata,East India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Spring,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Delhi,North India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Mumbai,West India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Spring,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Delhi,North India,Commonly found near human habitation; known for their adaptability.,Winter,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Shimla,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Autumn,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Delhi,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Autumn,Night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Mumbai,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Autumn,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Jaipur,West India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Summer,Day
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bangalore,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Monsoon,Night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Kolkata,East India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Autumn,Day
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Monsoon,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Autumn,Both
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Mumbai,West India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Spring,Night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Mumbai,West India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Spring,Day
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Chennai,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Winter,Both
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Spring,Both
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bangalore,South India,Commonly found near human habitation; known for their adaptability.,Summer,Day
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Shimla,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Autumn,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Kolkata,East India,Commonly found near human habitation; known for their adaptability.,Summer,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bangalore,South India,Commonly found near human habitation; known for their adaptability.,Autumn,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bangalore,South India,Commonly found near human habitation; known for their adaptability.,Summer,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Chennai,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Monsoon,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Hyderabad,South India,Commonly found near human habitation; known for their adaptability.,Winter,Day
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Guwahati,Northeast India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Winter,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Shimla,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Autumn,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bangalore,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Night
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Chennai,South India,Commonly found near human habitation; known for their adaptability.,Spring,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bangalore,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Winter,Both
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Mumbai,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Monsoon,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bangalore,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Spring,Night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bangalore,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Spring,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Mumbai,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Monsoon,Night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Bangalore,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Autumn,Both
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Kolkata,East India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Summer,Both
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Chennai,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Winter,Day
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bhopal,Central India,Commonly found near human habitation; known for their adaptability.,Spring,Both
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Delhi,North India,Commonly found near human habitation; known for their adaptability.,Spring,Night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Bhopal,Central India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Spring,Both
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Chennai,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",Spring,Day
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Autumn,Both
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Hyderabad,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,Monsoon,Both
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Delhi,North India,Commonly found near human habitation; known for their adaptability.,Autumn,Day
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Shimla,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,Winter,Day
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Jaipur,West India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,Winter,Both
